,hanzi,pinyin,translation,ipa,valid_ipa,dolgo,custom_alphabet_5,custom_alphabet_10,custom_alphabet_15,custom_alphabet_20
2914,蹬,dēng,to step on,tɤŋ,True,TVN,BAE,CDE,GIN,RBP
2915,灯笼,dēng lóng,lantern,tɤŋlʊŋ,True,TVNRVN,BAEBDE,CDECHE,GINJBN,RBPJOP
2916,登陆,dēng lù,to land,tɤŋlu,True,TVNRV,BAEBD,CDECF,GINJD,RBPJK
2917,登录,dēng lù,to register,tɤŋlu,True,TVNRV,BAEBD,CDECF,GINJD,RBPJK
2918,等级,děng jí,grade,tɤŋtɕi,True,TVNTKV,BAEBBA,CDECBH,GINGOL,RBPRMS
2919,瞪,dèng,to open (one's eyes) wide,tɤŋ,True,TVN,BAE,CDE,GIN,RBP
2920,堤坝,dī bà,dam,tipa,True,TVPV,BACA,CHGD,GLCF,RSIG
2921,敌视,dí shì,hostile,tiʂɨ,True,TVTV,BABA,CHIH,GLOL,RSFS
2922,抵达,dǐ dá,to arrive,tita,True,TVTV,BABA,CHCD,GLGF,RSRG
2923,抵抗,dǐ kàng,to resist,tikʰɑŋ,True,TVKVN,BAEFAE,CHEKDE,GLEPFN,RSEUGP
2924,抵制,dǐ zhì,to resist,tiʈʂɨ,True,TVTTV,BABBA,CHIIH,GLGOL,RSRFS
2925,递增,dì zēng,to increase by degrees,titsɤŋ,True,TVTTVN,BABBAE,CHCIDE,GLGGIN,RSRFBP
2926,地步,dì bù,condition,tipu,True,TVPV,BACD,CHGF,GLCD,RSIK
2927,地势,dì shì,terrain,tiʂɨ,True,TVTV,BABA,CHIH,GLOL,RSFS
2928,地质,dì zhì,geology,tiʈʂɨ,True,TVTTV,BABBA,CHIIH,GLGOL,RSRFS
2929,颠簸,diān bǒ,to shake,tjɛnpwɔ,True,TRVNPRV,BAACCDA,CHACGFA,GLMKCDI,RCLAIQB
2930,颠倒,diān dǎo,to turn upside-down,tjɛntɑʊ,True,TRVNTVV,BAACBAD,CHACCDH,GLMKGFB,RCLARGO
2931,点缀,diǎn zhuì,to decorate,tjɛnʈʂweɪ,True,TRVNTTRVV,BAACBBDAA,CHACIIFDH,GLMKGODMB,RCLARFQLL
2932,典礼,diǎn lǐ,celebration,tjɛnli,True,TRVNRV,BAACBA,CHACCH,GLMKJL,RCLAJS
2933,典型,diǎn xíng,model,tjɛnɕiŋ,True,TRVNKVN,BAACBAE,CHACBHE,GLMKOLN,RCLAMSP
2934,垫,diàn,pad,tjɛn,True,TRVN,BAAC,CHAC,GLMK,RCLA
2935,电源,diàn yuán,electric power source,tjɛnɥœn,True,TRVNRVN,BAACDAC,CHACFAC,GLMKDMK,RCLAQLA
2936,奠定,diàn dìng,to establish,tjɛntiŋ,True,TRVNTVN,BAACBAE,CHACCHE,GLMKGLN,RCLARSP
2937,惦记,diàn jì,to think of,tjɛntɕi,True,TRVNTKV,BAACBBA,CHACCBH,GLMKGOL,RCLARMS
2938,叼,diāo,to hold in the mouth,tjɑʊ,True,TRVV,BAAD,CHDH,GLFB,RCGO
2939,雕刻,diāo kè,to carve,tjɑʊkʰɤ,True,TRVVKV,BAADEFA,CHDHEKD,GLFBEPI,RCGOEUB
2940,雕塑,diāo sù,a statue,tjɑʊsu,True,TRVVTV,BAADBD,CHDHIF,GLFBGD,RCGOFK
2941,吊,diào,a string of 100 cash (arch.),tjɑʊ,True,TRVV,BAAD,CHDH,GLFB,RCGO
2942,调动,diào dòng,to transfer,tjɑʊtʊŋ,True,TRVVTVN,BAADBDE,CHDHCHE,GLFBGBN,RCGOROP
2943,跌,diē,to drop,tjɛ,True,TRV,BAA,CHA,GLM,RCL
2944,盯,dīng,to watch attentively,tiŋ,True,TVN,BAE,CHE,GLN,RSP
2945,叮嘱,dīng zhǔ,to warn repeatedly,tiŋʈʂu,True,TVNTTV,BAEBBD,CHEIIF,GLNGOD,RSPRFK
2946,定期,dìng qī,regularly,tiŋtɕʰi,True,TVNTKV,BAEBBFA,CHECBKH,GLNGOPL,RSPRMUS
2947,定义,dìng yì,definition,tiŋi,True,TVNV,BAEA,CHEH,GLNL,RSPS
2948,丢人,diū rén,to lose face,tjoʊʐən,True,TRVVTVN,BADDBAC,CHAHIAC,GLIBABK,RCBOHLA
2949,丢三落四,diū sān là sì,forgetful,tjoʊsanlasɯ,True,TRVVTVNRVTV,BADDBACBABA,CHAHIDCCDIH,GLIBGFKJFGB,RCBOFGAJGFO
2950,东道主,dōng dào zhǔ,host,tʊŋtɑʊʈʂu,True,TVNTVVTTV,BDEBADBBD,CHECDHIIF,GBNGFBGOD,ROPRGORFK
2951,东张西望,dōng zhāng xī wàng,to look in all directions (idiom),tʊŋʈʂɑŋɕiwɑŋ,True,TVNTTVNKVRVN,BDEBBAEBADAE,CHEIIDEBHFDE,GBNGOFNOLDFN,ROPRFGPMSQGP
2952,董事长,dǒng shì zhǎng,chairman of the board,tʊŋʂɨʈʂɑŋ,True,TVNTVTTVN,BDEBABBAE,CHEIHIIDE,GBNOLGOFN,ROPFSRFGP
2953,栋,dòng,classifier for houses or buildings,tʊŋ,True,TVN,BDE,CHE,GBN,ROP
2954,冻结,dòng jié,to freeze (loan,tʊŋtɕjɛ,True,TVNTKRV,BDEBBAA,CHECBHA,GBNGOLM,ROPRMCL
2955,洞穴,dòng xué,cave,tʊŋɕɥœ,True,TVNKRV,BDEBDA,CHEBFA,GBNODM,ROPMQL
2956,动荡,dòng dàng,unrest (social or political),tʊŋtɑŋ,True,TVNTVN,BDEBAE,CHECDE,GBNGFN,ROPRGP
2957,动机,dòng jī,motor,tʊŋtɕi,True,TVNTKV,BDEBBA,CHECBH,GBNGOL,ROPRMS
2958,动静,dòng jìng,sound of activity or people talking,tʊŋtɕiŋ,True,TVNTKVN,BDEBBAE,CHECBHE,GBNGOLN,ROPRMSP
2959,动力,dòng lì,power,tʊŋli,True,TVNRV,BDEBA,CHECH,GBNJL,ROPJS
2960,动脉,dòng mài,artery,tʊŋmaɪ,True,TVNMVV,BDECAA,CHEGDH,GBNKFB,ROPIGL
2961,动身,dòng shēn,to go on a journey,tʊŋʂən,True,TVNTVN,BDEBAC,CHEIAC,GBNOBK,ROPFLA
2962,动手,dòng shǒu,to set about (a task),tʊŋʂoʊ,True,TVNTVV,BDEBDD,CHEIAH,GBNOIB,ROPFBO
2963,动态,dòng tài,development,tʊŋtʰaɪ,True,TVNTVV,BDEBFAA,CHECKDH,GBNGPFB,ROPRUGL
2964,动员,dòng yuán,to mobilize,tʊŋɥœn,True,TVNRVN,BDEDAC,CHEFAC,GBNDMK,ROPQLA
2965,兜,dōu,pocket,toʊ,True,TVV,BDD,CAH,GIB,RBO
2966,陡峭,dǒu qiào,precipitous,toʊtɕʰjɑʊ,True,TVVTKRVV,BDDBBFAAD,CAHCBKHDH,GIBGOPLFB,RBORMUCGO
2967,斗争,dòu zhēng,a struggle,toʊʈʂɤŋ,True,TVVTTVN,BDDBBAE,CAHIIDE,GIBGOIN,RBORFBP
2968,督促,dū cù,to supervise and urge completion of a task,tutsʰu,True,TVTTV,BDBBFD,CFCIKF,GDGGPD,RKRFUK
2969,都市,dū shì,city,tuʂɨ,True,TVTV,BDBA,CFIH,GDOL,RKFS
2970,独裁,dú cái,dictatorship,tutsʰaɪ,True,TVTTVV,BDBBFAA,CFCIKDH,GDGGPFB,RKRFUGL
2971,毒品,dú pǐn,drugs,tupʰin,True,TVPVN,BDCFAC,CFGKHC,GDCPLK,RKIUSA
2972,赌博,dǔ bó,to gamble,tupwɔ,True,TVPRV,BDCDA,CFGFA,GDCDI,RKIQB
2973,堵塞,dǔ sè,to block,tusɤ,True,TVTV,BDBA,CFID,GDGI,RKFB
2974,杜绝,dù jué,to put an end to,tutɕɥœ,True,TVTKRV,BDBBDA,CFCBFA,GDGODM,RKRMQL
2975,端,duān,end,twan,True,TRVN,BDAC,CFDC,GDFK,RQGA
2976,端午节,Duān wǔ jié,the Dragon Boat Festival (5th day of the 5th lunar month),twanutɕjɛ,True,TRVNVTKRV,BDACDBBAA,CFDCFCBHA,GDFKDGOLM,RQGAKRMCL
2977,端正,duān zhèng,upright,twanʈʂɤŋ,True,TRVNTTVN,BDACBBAE,CFDCIIDE,GDFKGOIN,RQGARFBP
2978,短促,duǎn cù,short in time,twantsʰu,True,TRVNTTV,BDACBBFD,CFDCCIKF,GDFKGGPD,RQGARFUK
2979,断定,duàn dìng,to conclude,twantiŋ,True,TRVNTVN,BDACBAE,CFDCCHE,GDFKGLN,RQGARSP
2980,断断续续,duàn duàn xù xù,intermittent,twantwanɕyɕy,True,TRVNTRVNKVKV,BDACBDACBDBD,CFDCCFDCBFBF,GDFKGDFKODOD,RQGARQGAMKMK
2981,断绝,duàn jué,to sever,twantɕɥœ,True,TRVNTKRV,BDACBBDA,CFDCCBFA,GDFKGODM,RQGARMQL
2982,堆积,duī jī,to pile up,tweɪtɕi,True,TRVVTKV,BDAABBA,CFDHCBH,GDMBGOL,RQLLRMS
2983,对策,duì cè,countermeasure for dealing with a situation,tweɪtsʰɤ,True,TRVVTTV,BDAABBFA,CFDHCIKD,GDMBGGPI,RQLLRFUB
2984,对称,duì chèn,symmetry,tweɪʈʂʰən,True,TRVVTTVN,BDAABBFAC,CFDHIIKAC,GDMBGOPBK,RQLLRFULA
2985,对付,duì fu,to handle,tweɪfu,True,TRVVPV,BDAACD,CFDHGF,GDMBCD,RQLLNK
2986,对抗,duì kàng,to withstand,tweɪkʰɑŋ,True,TRVVKVN,BDAAEFAE,CFDHEKDE,GDMBEPFN,RQLLEUGP
2987,对立,duì lì,to oppose,tweɪli,True,TRVVRV,BDAABA,CFDHCH,GDMBJL,RQLLJS
2988,对联,duì lián,rhyming couplet,tweɪljɛn,True,TRVVRRVN,BDAABAAC,CFDHCHAC,GDMBJLMK,RQLLJCLA
2989,对应,duì yìng,to correspond,tweɪiŋ,True,TRVVVN,BDAAAE,CFDHHE,GDMBLN,RQLLSP
2990,对照,duì zhào,to contrast,tweɪʈʂɑʊ,True,TRVVTTVV,BDAABBAD,CFDHIIDH,GDMBGOFB,RQLLRFGO
2991,兑换,duì huàn,to convert,tweɪxwan,True,TRVVKRVN,BDAAEDAC,CFDHEFDC,GDMBEDFK,RQLLEQGA
2992,兑现,duì xiàn,(of a cheque etc) to cash,tweɪɕjɛn,True,TRVVKRVN,BDAABAAC,CFDHBHAC,GDMBOLMK,RQLLMCLA
2993,队伍,duì wǔ,ranks,tweɪu,True,TRVVV,BDAAD,CFDHF,GDMBD,RQLLK
2994,顿时,dùn shí,immediately,twənʂɨ,True,TRVNTV,BDACBA,CFACIH,GDBKOL,RQLAFS
2995,多元化,duō yuán huà,diversification,twɔɥœnxwa,True,TRVRVNKRV,BDADACEDA,CFAFACEFD,GDIDMKEDF,RQBQLAEQG
2996,哆嗦,duō suo,to tremble,twɔswɔ,True,TRVTRV,BDABDA,CFAIFA,GDIGDI,RQBFQB
2997,堕落,duò luò,to morally degenerate,twɔlwɔ,True,TRVRRV,BDABDA,CFACFA,GDIJDI,RQBJQB
2998,额外,é wài,extra,ɤwaɪ,True,VRVV,ADAA,DFDH,IDFB,BQGL
2999,恶心,è xīn,bad habit,ɤɕin,True,VKVN,ABAC,DBHC,IOLK,BMSA
3000,恶化,è huà,to worsen,ɤxwa,True,VKRV,AEDA,DEFD,IEDF,BEQG
3001,遏制,è zhì,to check,ɤʈʂɨ,True,VTTV,ABBA,DIIH,IGOL,BRFS
3002,恩怨,ēn yuàn,(feeling of) resentment,ənɥœn,True,VNRVN,ACDAC,ACFAC,BKDMK,LAQLA
3003,而已,ér yǐ,that's all,ɑɻi,True,VRV,AAA,DIH,FJL,GCS
3004,耳环,ěr huán,earring,ɑɻxwan,True,VRKRVN,AAEDAC,DIEFDC,FJEDFK,GCEQGA
3005,二氧化碳,èr yǎng huà tàn,carbon dioxide CO2,ɑɻjɑŋxwatʰan,True,VRRVNKRVTVN,AAAAEEDABFAC,DIHDEEFDCKDC,FJLFNEDFGPFK,GCCGPEQGRUGA
3006,发布,fā bù,to release,fapu,True,PVPV,CACD,GDGF,CFCD,NGIK
3007,发财,fā cái,to get rich,fatsʰaɪ,True,PVTTVV,CABBFAA,GDCIKDH,CFGGPFB,NGRFUGL
3008,发呆,fā dāi,to stare blankly,fataɪ,True,PVTVV,CABAA,GDCDH,CFGFB,NGRGL
3009,发动,fā dòng,to start,fatʊŋ,True,PVTVN,CABDE,GDCHE,CFGBN,NGROP
3010,发火,fā huǒ,to catch fire,faxwɔ,True,PVKRV,CAEDA,GDEFA,CFEDI,NGEQB
3011,发觉,fā jué,to find,fatɕɥœ,True,PVTKRV,CABBDA,GDCBFA,CFGODM,NGRMQL
3012,发射,fā shè,to shoot (a projectile),faʂɤ,True,PVTV,CABA,GDID,CFOI,NGFB
3013,发誓,fā shì,to vow,faʂɨ,True,PVTV,CABA,GDIH,CFOL,NGFS
3014,发行,fā xíng,to publish,faɕiŋ,True,PVKVN,CABAE,GDBHE,CFOLN,NGMSP
3015,发炎,fā yán,to become inflamed,fajɛn,True,PVRVN,CAAAC,GDHAC,CFLMK,NGCLA
3016,发扬,fā yáng,to develop,fajɑŋ,True,PVRVN,CAAAE,GDHDE,CFLFN,NGCGP
3017,发育,fā yù,to develop,fay,True,PVV,CAD,GDF,CFD,NGK
3018,法人,fǎ rén,legal person,faʐən,True,PVTVN,CABAC,GDIAC,CFABK,NGHLA
3019,番,fān,foreign,fan,True,PVN,CAC,GDC,CFK,NGA
3020,繁华,fán huá,flourishing,fanxwa,True,PVNKRV,CACEDA,GDCEFD,CFKEDF,NGAEQG
3021,繁忙,fán máng,busy,fanmɑŋ,True,PVNMVN,CACCAE,GDCGDE,CFKKFN,NGAIGP
3022,繁体字,fán tǐ zì,traditional Chinese character,fantʰitsɯ,True,PVNTVTTV,CACBFABBA,GDCCKHCIH,CFKGPLGGB,NGARUSRFO
3023,繁殖,fán zhí,to breed,fanʈʂɨ,True,PVNTTV,CACBBA,GDCIIH,CFKGOL,NGARFS
3024,反驳,fǎn bó,to retort,fanpwɔ,True,PVNPRV,CACCDA,GDCGFA,CFKCDI,NGAIQB
3025,反常,fǎn cháng,unusual,fanʈʂʰɑŋ,True,PVNTTVN,CACBBFAE,GDCIIKDE,CFKGOPFN,NGARFUGP
3026,反倒,fǎn dào,but on the contrary,fantɑʊ,True,PVNTVV,CACBAD,GDCCDH,CFKGFB,NGARGO
3027,反动,fǎn dòng,reaction,fantʊŋ,True,PVNTVN,CACBDE,GDCCHE,CFKGBN,NGAROP
3028,反感,fǎn gǎn,to be disgusted with,fankan,True,PVNKVN,CACEAC,GDCEDC,CFKEFK,NGAEGA
3029,反抗,fǎn kàng,to resist,fankʰɑŋ,True,PVNKVN,CACEFAE,GDCEKDE,CFKEPFN,NGAEUGP
3030,反馈,fǎn kuì,to send back information,fankʰweɪ,True,PVNKRVV,CACEFDAA,GDCEKFDH,CFKEPDMB,NGAEUQLL
3031,反面,fǎn miàn,reverse side,fanmjɛn,True,PVNMRVN,CACCAAC,GDCGHAC,CFKKLMK,NGAICLA
3032,反射,fǎn shè,to reflect,fanʂɤ,True,PVNTV,CACBA,GDCID,CFKOI,NGAFB
3033,反思,fǎn sī,to think back over sth,fansɯ,True,PVNTV,CACBA,GDCIH,CFKGB,NGAFO
3034,反问,fǎn wèn,to ask (a question) in reply,fanwən,True,PVNRVN,CACDAC,GDCFAC,CFKDBK,NGAQLA
3035,反之,fǎn zhī,on the other hand...,fanʈʂɨ,True,PVNTTV,CACBBA,GDCIIH,CFKGOL,NGARFS
3036,范畴,fàn chóu,category,fanʈʂʰoʊ,True,PVNTTVV,CACBBFDD,GDCIIKAH,CFKGOPIB,NGARFUBO
3037,泛滥,fàn làn,to be in flood,fanlan,True,PVNRVN,CACBAC,GDCCDC,CFKJFK,NGAJGA
3038,贩卖,fàn mài,to sell,fanmaɪ,True,PVNMVV,CACCAA,GDCGDH,CFKKFB,NGAIGL
3039,方位,fāng wèi,direction,fɑŋweɪ,True,PVNRVV,CAEDAA,GDEFDH,CFNDMB,NGPQLL
3040,方言,fāng yán,dialect,fɑŋjɛn,True,PVNRVN,CAEAAC,GDEHAC,CFNLMK,NGPCLA
3041,方针,fāng zhēn,policy,fɑŋʈʂən,True,PVNTTVN,CAEBBAC,GDEIIAC,CFNGOBK,NGPRFLA
3042,防守,fáng shǒu,to defend,fɑŋʂoʊ,True,PVNTVV,CAEBDD,GDEIAH,CFNOIB,NGPFBO
3043,防疫,fáng yì,disease prevention,fɑŋi,True,PVNV,CAEA,GDEH,CFNL,NGPS
3044,防御,fáng yù,defense,fɑŋy,True,PVNV,CAED,GDEF,CFND,NGPK
3045,防止,fáng zhǐ,to prevent,fɑŋʈʂɨ,True,PVNTTV,CAEBBA,GDEIIH,CFNGOL,NGPRFS
3046,防治,fáng zhì,prevention and cure,fɑŋʈʂɨ,True,PVNTTV,CAEBBA,GDEIIH,CFNGOL,NGPRFS
3047,纺织,fǎng zhī,spinning and weaving,fɑŋʈʂɨ,True,PVNTTV,CAEBBA,GDEIIH,CFNGOL,NGPRFS
3048,放大,fàng dà,to enlarge,fɑŋta,True,PVNTV,CAEBA,GDECD,CFNGF,NGPRG
3049,放射,fàng shè,to radiate,fɑŋʂɤ,True,PVNTV,CAEBA,GDEID,CFNOI,NGPFB
3050,放手,fàng shǒu,to let go one's hold,fɑŋʂoʊ,True,PVNTVV,CAEBDD,GDEIAH,CFNOIB,NGPFBO
3051,非法,fēi fǎ,illegal,feɪfa,True,PVVPV,CAACA,GDHGD,CMBCF,NLLNG
3052,飞禽走兽,fēi qín zǒu shòu,birds and animals,feɪtɕʰintsoʊʂoʊ,True,PVVTKVNTTVVTVV,CAABBFACBBDDBDD,GDHCBKHCCIAHIAH,CMBGOPLKGGIBOIB,NLLRMUSARFBOFBO
3053,飞翔,fēi xiáng,to fly,feɪɕjɑŋ,True,PVVKRVN,CAABAAE,GDHBHDE,CMBOLFN,NLLMCGP
3054,飞跃,fēi yuè,to leap,feɪɥœ,True,PVVRV,CAADA,GDHFA,CMBDM,NLLQL
3055,肥沃,féi wò,fertile,feɪwɔ,True,PVVRV,CAADA,GDHFA,CMBDI,NLLQB
3056,诽谤,fěi bàng,to slander,feɪpɑŋ,True,PVVPVN,CAACAE,GDHGDE,CMBCFN,NLLIGP
3057,匪徒,fěi tú,gangster,feɪtʰu,True,PVVTV,CAABFD,GDHCKF,CMBGPD,NLLRUK
3058,废除,fèi chú,to abolish,feɪʈʂʰu,True,PVVTTV,CAABBFD,GDHIIKF,CMBGOPD,NLLRFUK
3059,废墟,fèi xū,ruins,feɪɕy,True,PVVKV,CAABD,GDHBF,CMBOD,NLLMK
3060,沸腾,fèi téng,boiling,feɪtʰɤŋ,True,PVVTVN,CAABFAE,GDHCKDE,CMBGPIN,NLLRUBP
3061,分辨,fēn biàn,to distinguish,fənpjɛn,True,PVNPRVN,CACCAAC,GACGHAC,CBKCLMK,NLAICLA
3062,分寸,fēn cùn,propriety,fəntsʰwən,True,PVNTTRVN,CACBBFDAC,GACCIKFAC,CBKGGPDBK,NLARFUQLA
3063,分红,fēn hóng,a bonus,fənxʊŋ,True,PVNKVN,CACEDE,GACEHE,CBKEBN,NLAEOP
3064,分解,fēn jiě,to resolve,fəntɕjɛ,True,PVNTKRV,CACBBAA,GACCBHA,CBKGOLM,NLARMCL
3065,分裂,fēn liè,to split up,fənljɛ,True,PVNRRV,CACBAA,GACCHA,CBKJLM,NLAJCL
3066,分泌,fēn mì,to secrete,fənmi,True,PVNMV,CACCA,GACGH,CBKKL,NLAIS
3067,分明,fēn míng,clearly demarcated,fənmiŋ,True,PVNMVN,CACCAE,GACGHE,CBKKLN,NLAISP
3068,分歧,fēn qí,difference (of opinion,fəntɕʰi,True,PVNTKV,CACBBFA,GACCBKH,CBKGOPL,NLARMUS
3069,分散,fēn sàn,to scatter,fənsan,True,PVNTVN,CACBAC,GACIDC,CBKGFK,NLAFGA
3070,分手,fēn shǒu,to split up,fənʂoʊ,True,PVNTVV,CACBDD,GACIAH,CBKOIB,NLAFBO
3071,吩咐,fēn fù,to tell,fənfu,True,PVNPV,CACCD,GACGF,CBKCD,NLANK
3072,坟墓,fén mù,sepulcher,fənmu,True,PVNMV,CACCD,GACGF,CBKKD,NLAIK
3073,粉末,fěn mò,fine powder,fənmwɔ,True,PVNMRV,CACCDA,GACGFA,CBKKDI,NLAIQB
3074,粉色,fěn sè,white,fənsɤ,True,PVNTV,CACBA,GACID,CBKGI,NLAFB
3075,粉碎,fěn suì,to crush,fənsweɪ,True,PVNTRVV,CACBDAA,GACIFDH,CBKGDMB,NLAFQLL
3076,分量,fèn liang,quantity,fənljɑŋ,True,PVNRRVN,CACBAAE,GACCHDE,CBKJLFN,NLAJCGP
3077,风暴,fēng bào,storm,fɤŋpɑʊ,True,PVNPVV,CAECAD,GDEGDH,CINCFB,NBPIGO
3078,风度,fēng dù,elegance (for men),fɤŋtu,True,PVNTV,CAEBD,GDECF,CINGD,NBPRK
3079,风光,fēng guāng,scene,fɤŋkwɑŋ,True,PVNKRVN,CAEEDAE,GDEEFDE,CINEDFN,NBPEQGP
3080,风气,fēng qì,general mood,fɤŋtɕʰi,True,PVNTKV,CAEBBFA,GDECBKH,CINGOPL,NBPRMUS
3081,风趣,fēng qù,humor,fɤŋtɕʰy,True,PVNTKV,CAEBBFD,GDECBKF,CINGOPD,NBPRMUK
3082,风土人情,fēng tǔ rén qíng,local conditions and customs (idiom),fɤŋtʰuʐəntɕʰiŋ,True,PVNTVTVNTKVN,CAEBFDBACBBFAE,GDECKFIACCBKHE,CINGPDABKGOPLN,NBPRUKHLARMUSP
3083,风味,fēng wèi,local flavor,fɤŋweɪ,True,PVNRVV,CAEDAA,GDEFDH,CINDMB,NBPQLL
3084,封闭,fēng bì,to seal,fɤŋpi,True,PVNPV,CAECA,GDEGH,CINCL,NBPIS
3085,封建,fēng jiàn,system of enfeoffment,fɤŋtɕjɛn,True,PVNTKRVN,CAEBBAAC,GDECBHAC,CINGOLMK,NBPRMCLA
3086,封锁,fēng suǒ,to blockade,fɤŋswɔ,True,PVNTRV,CAEBDA,GDEIFA,CINGDI,NBPFQB
3087,丰满,fēng mǎn,ample,fɤŋman,True,PVNMVN,CAECAC,GDEGDC,CINKFK,NBPIGA
3088,丰盛,fēng shèng,rich,fɤŋʂɤŋ,True,PVNTVN,CAEBAE,GDEIDE,CINOIN,NBPFBP
3089,丰收,fēng shōu,bumper harvest,fɤŋʂoʊ,True,PVNTVV,CAEBDD,GDEIAH,CINOIB,NBPFBO
3090,锋利,fēng lì,sharp (e.g. knife blade),fɤŋli,True,PVNRV,CAEBA,GDECH,CINJL,NBPJS
3091,逢,féng,to meet by chance,fɤŋ,True,PVN,CAE,GDE,CIN,NBP
3092,奉献,fèng xiàn,to consecrate,fɤŋɕjɛn,True,PVNKRVN,CAEBAAC,GDEBHAC,CINOLMK,NBPMCLA
3093,否决,fǒu jué,veto,foʊtɕɥœ,True,PVVTKRV,CDDBBDA,GAHCBFA,CIBGODM,NBORMQL
3094,夫妇,fū fù,a (married) couple,fufu,True,PVPV,CDCD,GFGF,CDCD,NKNK
3095,夫人,fū ren,lady,fuʐən,True,PVTVN,CDBAC,GFIAC,CDABK,NKHLA
3096,敷衍,fū yǎn,to elaborate (on a theme),fujɛn,True,PVRVN,CDAAC,GFHAC,CDLMK,NKCLA
3097,幅度,fú dù,width,futu,True,PVTV,CDBD,GFCF,CDGD,NKRK
3098,服气,fú qì,to be convinced,futɕʰi,True,PVTKV,CDBBFA,GFCBKH,CDGOPL,NKRMUS
3099,符号,fú hào,symbol,fuxɑʊ,True,PVKVV,CDEAD,GFEDH,CDEFB,NKEGO
3100,福利,fú lì,(material) welfare,fuli,True,PVRV,CDBA,GFCH,CDJL,NKJS
3101,福气,fú qi,good fortune,futɕʰi,True,PVTKV,CDBBFA,GFCBKH,CDGOPL,NKRMUS
3102,俘虏,fú lǔ,captive,fulu,True,PVRV,CDBD,GFCF,CDJD,NKJK
3103,辐射,fú shè,radiation,fuʂɤ,True,PVTV,CDBA,GFID,CDOI,NKFB
3104,腐败,fǔ bài,corruption,fupaɪ,True,PVPVV,CDCAA,GFGDH,CDCFB,NKIGL
3105,腐烂,fǔ làn,to rot,fulan,True,PVRVN,CDBAC,GFCDC,CDJFK,NKJGA
3106,腐蚀,fǔ shí,corrosion,fuʂɨ,True,PVTV,CDBA,GFIH,CDOL,NKFS
3107,腐朽,fǔ xiǔ,rotten,fuɕjoʊ,True,PVKRVV,CDBADD,GFBHAH,CDOLIB,NKMCBO
3108,辅助,fǔ zhù,to assist,fuʈʂu,True,PVTTV,CDBBD,GFIIF,CDGOD,NKRFK
3109,抚养,fǔ yǎng,to foster,fujɑŋ,True,PVRVN,CDAAE,GFHDE,CDLFN,NKCGP
3110,俯仰,fǔ yǎng,lowering and raising of the head,fujɑŋ,True,PVRVN,CDAAE,GFHDE,CDLFN,NKCGP
3111,富裕,fù yù,prosperous,fuy,True,PVV,CDD,GFF,CDD,NKK
3112,副,fù,secondary,fu,True,PV,CD,GF,CD,NK
3113,副作用,fù zuò yòng,side effect,futswɔyʊŋ,True,PVTTRVVVN,CDBBDADDE,GFCIFAFHE,CDGGDIDBN,NKRFQBKOP
3114,负担,fù dān,burden,futan,True,PVTVN,CDBAC,GFCDC,CDGFK,NKRGA
3115,覆盖,fù gài,to cover,fukaɪ,True,PVKVV,CDEAA,GFEDH,CDEFB,NKEGL
3116,附和,fù hè,to parrot,fuxɤ,True,PVKV,CDEA,GFED,CDEI,NKEB
3117,附件,fù jiàn,enclosure,futɕjɛn,True,PVTKRVN,CDBBAAC,GFCBHAC,CDGOLMK,NKRMCLA
3118,附属,fù shǔ,subsidiary,fuʂu,True,PVTV,CDBD,GFIF,CDOD,NKFK
3119,复活,fù huó,resurrection,fuxwɔ,True,PVKRV,CDEDA,GFEFA,CDEDI,NKEQB
3120,复兴,fù xīng,to revive,fuɕiŋ,True,PVKVN,CDBAE,GFBHE,CDOLN,NKMSP
3121,腹泻,fù xiè,diarrhea,fuɕjɛ,True,PVKRV,CDBAA,GFBHA,CDOLM,NKMCL
3122,赋予,fù yǔ,to assign,fuy,True,PVV,CDD,GFF,CDD,NKK
3123,改良,gǎi liáng,to improve,kaɪljɑŋ,True,KVVRRVN,EAABAAE,EDHCHDE,EFBJLFN,EGLJCGP
3124,盖章,gài zhāng,to affix a seal (to sth),kaɪʈʂɑŋ,True,KVVTTVN,EAABBAE,EDHIIDE,EFBGOFN,EGLRFGP
3125,干旱,gān hàn,drought,kanxan,True,KVNKVN,EACEAC,EDCEDC,EFKEFK,EGAEGA
3126,干扰,gān rǎo,to interfere,kanʐɑʊ,True,KVNTVV,EACBAD,EDCIDH,EFKAFB,EGAHGO
3127,干涉,gān shè,to interfere,kanʂɤ,True,KVNTV,EACBA,EDCID,EFKOI,EGAFB
3128,干预,gān yù,to meddle,kany,True,KVNV,EACD,EDCF,EFKD,EGAK
3129,尴尬,gān gà,awkward,kanka,True,KVNKV,EACEA,EDCED,EFKEF,EGAEG
3130,甘心,gān xīn,to be willing to,kanɕin,True,KVNKVN,EACBAC,EDCBHC,EFKOLK,EGAMSA
3131,感慨,gǎn kǎi,to sigh with sorrow,kankʰaɪ,True,KVNKVV,EACEFAA,EDCEKDH,EFKEPFB,EGAEUGL
3132,感染,gǎn rǎn,infection,kanʐan,True,KVNTVN,EACBAC,EDCIDC,EFKAFK,EGAHGA
3133,干劲,gàn jìn,enthusiasm for doing sth,kantɕin,True,KVNTKVN,EACBBAC,EDCCBHC,EFKGOLK,EGARMSA
3134,纲领,gāng lǐng,program,kɑŋliŋ,True,KVNRVN,EAEBAE,EDECHE,EFNJLN,EGPJSP
